TSNE1,TSNE2,TSNE3,class
24.567392,5.9033675,-1.7530739,0
19.800241,-3.3389983,-20.305946,6
-16.325216,5.621246,-11.911065,1
1.3706545,0.51504725,-25.610277,6
-22.348091,6.8893113,-7.070564,1
8.956263,-22.068579,5.0720944,4
-8.014779,-24.23504,6.2610335,9
2.4761782,9.179722,25.702908,3
-5.2409105,-29.057005,14.352416,9
37.71863,9.86198,0.14938837,0
-10.065588,-3.394412,-2.357917,8
-0.65582836,12.732818,24.08838,3
21.497274,9.3908825,-2.973032,0
5.8004365,20.062254,27.528074,3
-5.324873,16.850517,-20.88502,2
9.456633,-19.82378,11.352813,4
24.964153,7.449415,-6.795444,0
8.734205,29.595139,-12.504621,2
9.366069,16.873327,3.645463,3
5.498681,-6.803475,6.8577557,5
5.8344946,1.5232003,-4.238903,5
25.933151,-6.186778,-3.7237017,6
13.816608,-10.3970375,-24.88425,6
-21.592144,-12.273358,1.247957,7
-17.284557,1.5181875,-7.0553923,1
-7.1417694,-13.473773,1.8758851,7
-9.572185,-1.9489735,-4.740821,8
-20.965399,-0.2834366,-9.4506855,1
24.76813,-11.854859,-14.001521,6
9.043442,-4.068543,10.478304,5
14.648964,-32.04995,1.6543164,4
22.279852,12.481802,-2.9450037,0
25.325958,-10.084041,-13.314379,6
-4.9490232,25.537807,-10.550186,2
25.413986,3.2077825,-4.3975854,0
20.664444,-7.913818,-5.9023376,6
-4.8708086,-29.176502,14.37888,9
14.9497795,-31.468344,-6.572859,4
7.7546687,23.251791,-13.273154,2
-10.3194895,-1.5222138,17.54975,8
19.418291,6.392333,-16.732176,6
9.890633,-5.6879096,7.6116734,5
8.191276,-32.81009,-2.02301,4
-24.734777,-5.364547,-4.640851,3
9.638899,20.384924,4.9297843,3
10.3970175,12.19545,14.588748,3
-10.92134,-20.531178,-2.9034967,9
33.01331,8.784589,1.9030485,0
-0.6628624,21.591217,9.828967,3
1.4941454,13.458103,19.86375,3
29.047129,5.8254795,-7.9508696,0
-26.09745,-12.891142,-8.818494,7
29.849821,6.9984736,-10.254488,0
10.913499,1.4021406,16.786386,5
-1.8535982,2.3306308,-7.9390244,5
4.4767084,21.652243,-12.26365,2
-9.374521,15.672252,-17.266163,2
6.3107586,-30.37977,-0.03407718,4
-0.6985658,-0.40263888,-10.8046,5
13.904163,9.54396,-0.5026994,0
-9.661337,-1.903375,-4.549653,8
1.3968949,-28.329,8.074602,9
-9.807524,-1.8852725,-4.4518056,8
-29.205086,4.214279,3.5348418,1
-9.717246,-1.9605439,-4.4066167,8
12.570399,-10.606716,-20.635818,6
-10.411475,-23.4726,8.8178005,9
-0.43657196,-24.042494,10.154424,9
1.654576,-28.839197,-12.43311,4
-21.625458,-9.658069,-4.6530547,7
-0.3748404,26.263771,10.518817,3
-23.666119,17.116684,10.309685,1
3.8085935,-31.027876,-13.885364,4
22.653542,-9.145771,-11.808773,6
0.5314065,20.562065,-17.720356,2
-19.774912,-16.213518,7.161838,7
-9.326661,-1.4077643,-5.1229224,8
15.782646,10.847718,-2.3594475,0
-9.336071,-1.7748877,-5.1436877,8
8.674,14.0774145,4.983008,3
-26.354174,-18.205967,-1.3538173,7
27.090649,0.9439306,5.577873,0
-30.114107,11.044227,6.9118314,1
0.0089496905,17.864237,10.813081,3
-16.921127,9.321018,-13.0686655,1
-1.2916069,11.007062,28.817019,3
-0.9535856,20.577827,7.14022,3
7.4110026,2.1889036,13.205112,5
27.442764,-7.577318,-11.412416,6
-6.7424717,25.96511,0.7583851,2
-4.7621984,-29.028072,14.580196,9
3.7628856,-23.965845,16.633171,9
7.700654,-32.3197,-1.7920735,4
-3.2575243,-11.0499115,4.544302,5
-18.610859,10.378176,-10.825908,1
22.263388,-8.567216,-6.15947,6
-2.2007794,23.20187,25.896664,3
-7.2787204,-21.563734,3.3242855,9
-9.515353,-1.7810178,-2.5918407,8
-26.395903,-23.02417,7.7399707,7
-27.755661,-17.07492,3.1018696,7
-22.67931,1.1249353,-2.512911,1
20.830702,-5.0835266,-23.545471,6
9.767888,-9.818097,-12.970167,6
-4.798199,-17.441397,9.17892,9
22.683725,-10.934632,-6.0822206,6
-2.8307812,29.901943,16.335499,3
6.8489323,-0.25134203,-21.08351,6
5.291481,30.660065,7.4029436,3
2.976537,15.0777445,-12.353418,2
-32.719803,-11.164219,-6.246574,7
-25.374058,20.981888,-4.149866,1
7.601599,-32.134136,-1.8804532,4
7.040633,27.889368,-10.371743,2
-15.301107,7.9915056,-15.516639,1
-21.101288,-18.101355,14.176311,7
-5.4459124,-29.155436,14.070922,9
11.795202,-23.695824,-4.7064934,4
-12.474467,5.0271406,-15.64494,1
29.534676,5.1442413,0.49315166,0
24.859915,6.683316,-7.1783156,0
-22.237074,-4.5712686,10.002852,7
27.655468,-7.658416,-11.369731,6
-24.331198,17.499731,8.335815,1
26.655306,4.8488626,10.54781,0
8.6739435,12.614866,17.46594,3
-20.052507,9.059702,-15.138532,1
21.922043,13.506788,3.6825209,0
-4.678227,18.47901,-20.611765,2
23.878988,13.9642315,-1.2561852,0
1.2066121,22.915709,10.094181,3
20.932894,-9.605258,-10.631546,6
4.5829206,-24.920856,-8.76674,4
-6.3298526,19.968204,-21.951042,2
6.986822,-0.17998904,4.762554,5
1.1154431,-6.545323,-5.7613187,5
5.8742266,-3.6834815,-19.049986,6
-28.449734,3.192195,0.13027667,1
-23.308445,-17.120268,-4.083639,7
23.432493,9.873465,-4.456396,0
-11.04971,7.172101,6.568577,8
11.392631,10.993947,-4.59349,0
-2.6137266,-23.991907,0.24683456,9
-16.194921,5.720892,-11.757413,1
35.331203,9.237735,7.620599,0
-23.760046,-4.446211,10.099783,7
7.839625,22.012938,6.2549567,3
14.830905,14.323253,1.4715858,0
8.657551,-28.983013,-15.0364685,4
0.28221577,21.733614,12.134564,8
0.8847968,-1.0965947,-3.0428805,5
-22.314709,-8.2586,16.95073,3
14.4423485,-1.3987399,-27.012861,6
2.6037536,29.961262,5.0691547,3
-25.941507,-7.484105,-5.6683993,7
-24.566082,17.881378,9.01052,1
-10.822939,6.879928,6.7640357,8
3.0591874,-10.371071,-2.3687727,5
-2.670264,-23.999052,-0.10971421,9
11.542065,0.23027465,11.973956,5
37.9969,7.639792,0.897543,0
-20.09741,-4.180243,-0.12304579,7
-16.785526,6.731918,-21.821619,1
-1.3836414,2.992778,18.433727,8
9.4242,18.973314,-16.334589,2
23.481798,6.002149,8.885974,0
7.752521,18.854408,4.9381776,3
-7.3035173,10.982818,10.97406,8
-28.115807,-9.74398,-9.184885,7
-23.60757,-18.034784,8.201193,7
-8.360213,8.966003,4.1070323,8
21.326601,-6.533494,-5.1940184,6
-5.671136,-19.948347,-5.5962086,9
-23.707912,-3.5050385,12.772195,7
-27.87503,-9.384352,5.9690056,7
-22.742468,-4.838558,9.252689,7
17.906706,-2.9572835,-21.223759,6
8.750435,-7.360582,-12.120264,6
12.926456,10.608213,-4.075704,0
-4.115576,5.114653,21.479683,8
16.058805,-14.759778,-18.222116,6
15.748942,-3.6353507,-27.48916,6
8.498765,-6.051887,-26.425379,6
-5.7026167,16.514847,-10.54442,2
11.208609,-7.677314,-22.857521,6
3.055825,29.985613,-8.191582,2
-6.306782,-22.19958,3.6637316,9
-21.504084,5.115743,2.2764072,1
30.037214,14.822866,0.13338634,0
19.351284,5.1358,2.8290687,0
15.936867,19.002491,-0.39373922,0
-20.580948,13.141685,0.45620432,1
-18.83685,-3.6515715,-12.61874,1
-31.55504,5.388415,-3.5066936,1
1.904419,24.77827,12.356393,3
-2.5816998,16.751886,25.478783,3
-4.5127563,-26.143297,0.3232375,9
-23.460184,4.456819,4.0548806,1
-26.301672,-18.693825,-8.710834,7
-24.301308,-3.3944778,2.171868,7
5.6107697,27.95763,9.595136,3
-32.565727,-11.249113,7.992858,7
-10.30129,8.595933,4.630651,8
26.41539,16.113163,1.2574357,0
10.494851,0.38487712,-1.2338701,5
0.7167041,-15.886529,0.7496928,4
-13.798827,2.3744764,5.1617165,8
-32.613346,5.9569,0.08659874,1
-17.36662,9.053141,-20.356945,1
16.633108,-5.156961,22.042702,5
8.668906,-26.070248,-17.580181,4
-24.336826,5.958647,10.357765,1
-8.407997,5.263328,-0.0046339785,8
-23.74449,-3.4392502,8.66869,7
-0.9756223,2.3932557,-9.304479,5
0.51198494,12.390254,29.242441,3
-11.114633,-4.1427054,-18.9369,1
-19.627455,-19.544811,14.505675,7
31.342884,17.857883,-6.085268,0
10.489668,17.677551,7.0075164,3
-20.419384,8.872458,-19.297312,1
4.21402,-0.79247075,-18.587286,5
12.711066,-1.656835,-27.045301,6
-1.9262173,16.382456,17.291386,3
27.730602,17.346394,-3.0680776,0
-27.931356,11.533197,11.14382,1
5.946068,27.464523,11.879217,3
-24.405136,-1.6334909,16.566214,7
-9.623592,7.165441,7.320791,8
-32.611313,-13.530219,-1.3651118,7
-8.079713,-27.048122,-8.403401,9
3.743169,-25.250496,20.318466,3
9.499654,18.949343,-16.419178,2
-7.659935,-13.252648,1.2022933,2
-18.959913,-5.442617,-14.298909,1
-4.5105615,20.460423,-7.2536807,2
-29.816582,-9.717599,-8.296485,7
20.174927,-10.726539,-11.923217,6
8.974744,-27.819733,-16.261303,4
14.162499,-12.026729,-3.219936,4
4.1511135,5.958978,-1.8341969,5
-2.9064922,0.9468592,29.625141,8
9.5213175,18.930304,-16.452452,2
-6.3974705,21.39748,-8.509807,2
-9.295888,9.051101,2.9830072,8
-7.4853206,-16.899147,15.524732,7
3.7327785,-22.011992,-17.8083,4
7.3658094,-27.03786,20.790806,9
-24.790127,-14.901607,-7.257234,7
-14.777669,16.79403,0.82250834,1
-10.995435,-0.2189292,-21.843473,1
-9.712233,-24.498072,-7.5630736,9
-9.432921,6.276306,-1.9916142,8
-30.587946,11.382785,3.9308326,1
20.257471,14.736728,-9.650321,0
22.491375,-7.447668,-7.49885,6
16.148434,-2.5129302,-23.716658,6
-1.5719224,8.828162,24.095516,2
1.8209414,24.915495,11.982661,3
-21.622732,-10.774529,19.293293,3
3.3903036,18.400066,-20.139065,2
-1.1139151,15.669986,19.062565,3
-7.972827,-26.618155,-8.64841,9
-26.576063,-10.46629,0.4163312,7
37.182644,9.665897,3.3189137,0
7.037812,0.182849,22.934084,8
5.0864983,-25.306684,-19.742348,4
1.6072129,15.955126,18.238703,3
-27.291477,-8.518911,-6.1269193,7
1.542317,-15.344292,9.791597,9
0.8153561,-21.979149,-20.024178,4
17.505404,-26.53107,1.7674502,4
8.683156,25.971106,6.4305186,3
-10.968262,9.112714,14.222679,8
4.433068,-21.673223,-16.824049,4
-5.1528726,-29.16854,4.5068707,9
4.632997,5.0404973,0.46639663,5
5.0322022,14.490217,9.946732,3
23.389826,20.59478,-0.8127778,0
-20.163734,-8.890103,-6.017869,7
36.838364,6.7952323,-1.917866,0
26.201689,12.027213,2.1926157,0
5.951955,19.15963,-15.494188,2
3.0335948,-6.6834483,0.4524437,5
38.404106,8.139424,3.8073442,0
1.6708473,19.268038,4.500652,3
-12.94206,-4.320775,-11.943395,1
-33.06682,-6.9861455,-3.8675137,7
3.3262687,20.546755,-22.5362,2
-14.352967,-3.9520237,-10.415745,1
8.079041,22.49523,25.910091,3
12.078702,-1.3720123,5.840881,5
2.0782506,-20.168402,-19.016607,4
11.237969,15.421696,-4.2960224,0
1.7767234,6.432659,-7.1543803,5
-1.0123577,24.281538,19.87163,3
17.748526,2.8881948,-28.51266,6
15.349831,-23.155306,-0.65639895,4
-24.012442,-22.816843,-3.7730196,7
-14.515626,-20.453089,16.57304,7
-9.474439,3.1777902,3.9716325,8
8.908638,-25.9532,-17.679863,4
-6.800843,-19.015753,-6.6383805,9
24.767015,20.239815,-4.824865,0
34.200436,13.729395,-7.736348,0
31.483236,4.1903853,-6.5059543,0
-9.653858,0.55628467,-18.167572,1
3.751305,-23.611485,23.05582,9
5.014829,18.40177,-22.168291,2
14.008279,-27.079414,3.4055326,4
8.418472,26.264513,11.236816,3
-25.177792,-12.460807,12.156485,7
-0.9607292,-22.263992,-20.07249,4
21.57072,-6.883988,-6.437383,6
-21.515343,-16.016533,-13.193142,7
14.451838,17.1341,0.07106433,0
-3.0690687,0.37364885,2.3422556,8
-25.68227,-12.577634,-4.484491,7
-11.517819,-18.864847,-16.154884,9
28.411911,11.027048,2.9231799,0
33.797615,10.309852,-11.662443,0
14.971908,-5.6346846,-22.479359,6
-12.6825075,0.13384627,-18.473969,1
-7.966932,25.50794,4.0506063,2
5.453152,15.183357,-24.1497,2
25.42345,14.692696,3.3312116,0
6.633028,29.560625,4.8796053,3
-24.445118,20.049002,-1.3413389,1
-26.305325,-14.7206745,-15.736502,7
11.284374,-14.699805,-2.3807814,4
-8.729727,6.579098,-1.7668021,8
-16.910774,0.28571513,5.299365,8
-12.956953,-20.920847,-15.844889,9
-30.86687,-10.426325,2.9233818,7
-13.007555,0.6510056,11.894435,8
22.020597,8.092795,3.6011941,0
16.76857,-8.290487,-24.06177,6
-5.982094,-3.426059,4.4698257,8
1.8110054,8.119133,-7.791564,5
3.6880677,-23.861301,15.9878,9
25.23728,16.93703,-9.069013,0
-5.2453895,-2.725986,8.869986,8
11.515913,-0.30752474,-30.027145,6
10.234791,-5.9808826,-15.47488,6
-10.088347,-0.6868359,-0.032930505,8
29.952366,-4.587655,-1.7142435,6
-9.465889,-21.366447,-13.055739,9
-0.9149279,-16.210543,10.167921,9
4.3878384,-25.55981,-13.979398,4
4.9308753,-24.775522,21.690104,9
-14.488994,3.811165,-20.608358,1
14.96356,5.5587883,18.355274,5
-11.571872,-19.917454,-14.917822,9
-4.664053,-25.245422,6.066324,9
31.919771,12.087311,-9.944057,0
-6.6539693,3.9017978,24.403954,8
0.44523492,-22.072794,-20.361969,4
28.800688,-10.411604,-6.4069905,6
-16.975294,-0.7278198,4.9072123,8
12.149053,-11.26906,-18.230047,6
-12.258707,-19.236773,-9.886787,9
-30.759686,4.8750796,-3.9977784,1
-11.832511,2.633098,-19.418337,1
-30.134005,11.549949,0.9813577,1
3.060071,-19.675919,-20.981796,4
2.6951325,23.301996,-7.9492054,2
23.294886,15.077775,-5.4058485,0
11.794888,-0.12321165,-14.385492,6
-1.4459659,2.3270364,-10.727398,5
6.2443438,13.370986,30.975574,3
2.336115,8.663188,-7.7735248,5
-8.63823,7.845115,15.421278,8
1.0050155,-25.618504,-15.349797,4
-6.8402386,22.405577,-9.049459,2
20.154224,17.016846,-9.71151,0
11.545737,-13.400818,0.3411143,4
-20.907211,-22.34923,-4.228484,7
10.9424,-19.47607,6.3802414,4
31.375923,12.328921,-9.823777,6
-26.406612,15.049433,4.2759013,1
25.423203,14.46327,-14.372738,0
9.147194,17.489868,19.939867,3
-9.339228,-2.4315133,-19.314718,1
14.873457,-4.364774,-10.433717,6
-24.33245,-22.309795,-9.965136,7
21.829325,4.7124476,1.5635682,0
21.159702,17.785475,-10.989357,0
0.8004838,-22.243103,19.830858,9
16.412369,2.7464879,-28.006145,6
0.08642807,-29.935772,15.130499,9
-7.6484046,3.148508,3.3866072,8
2.9149706,17.127155,30.08224,3
-21.995193,-22.949337,-5.955234,7
-21.420094,-12.116807,0.7910866,7
-11.778054,-25.00633,-11.629596,9
-21.831324,-19.659813,11.902718,7
-6.392249,2.7230906,0.8318316,8
-12.538967,5.7801504,21.032307,8
16.53987,-3.1847763,-27.543694,6
19.056099,16.099154,-7.3781786,0
22.491348,12.6443405,-5.3382506,0
7.496122,-19.256104,-14.369369,4
-3.9090621,2.7688887,13.100334,8
-8.149892,26.479202,-3.5407405,2
-16.804142,9.586899,-14.209126,1
8.14059,26.793205,-18.08895,2
-20.608292,-23.27756,-4.2982874,7
29.211521,-8.505124,-13.922047,6
-22.80961,-19.170597,-10.692949,7
-6.3095665,2.6504042,23.260288,8
-15.311595,-3.5282729,-11.089994,1
10.824628,-29.845373,0.5519646,4
4.0985875,25.928165,6.127996,3
-23.14703,16.575726,15.862137,1
-10.308766,3.3406582,-16.496836,1
14.267114,-2.5609539,-24.71899,6
18.96781,15.15867,-10.99391,0
-5.311706,-7.443713,15.381339,8
15.863606,10.853447,-2.7622726,0
-13.393445,2.078677,-16.125835,1
-24.217787,-22.024557,-9.868035,7
-6.217499,17.540457,-1.6855251,2
-6.35757,0.8539207,10.04441,8
9.3755455,-9.066176,2.7304394,5
-7.0014367,-19.900864,-7.455022,9
-30.320547,7.3438187,-3.0959015,1
5.100118,24.334179,11.5428295,3
-21.524176,-13.630837,18.900621,7
-6.080444,8.183318,9.916761,8
20.254906,-9.634553,-9.522312,6
4.599053,-22.68066,-12.205868,4
10.486769,-24.041544,-7.3738446,4
-19.03959,-17.727388,-6.816144,7
-28.29404,0.57771933,-4.919147,1
-3.64598,23.336672,-21.023264,2
-1.942827,-23.513283,2.427486,9
5.9927206,28.68111,3.8554964,3
-3.0998073,17.928276,17.12994,3
22.523497,-3.6467707,-22.402895,6
-3.2556062,-18.231585,9.211721,9
-14.603857,-21.223528,-12.285021,9
8.592133,-2.770557,-27.842302,6
5.141689,18.396555,-22.201977,2
7.9961786,-27.78272,-17.169937,4
6.683123,15.732365,-22.349838,2
12.605644,-4.538019,17.362955,5
-0.89442027,-17.90546,-15.891111,4
-8.067475,-21.394833,4.847207,9
24.369585,-2.0372345,-23.230474,6
-25.328768,8.551122,-8.57749,1
4.134183,8.30754,-7.1177087,5
11.082132,-6.54148,-16.663406,6
6.3158154,0.047178846,-3.5424297,5
-26.011623,15.181836,14.814178,1
-17.343184,0.80650645,-16.056395,1
3.9176404,-25.724546,13.173976,9
3.002791,25.720697,26.110142,3
15.425976,-0.9378159,9.462541,5
6.210662,28.843597,4.1807566,3
-21.403896,20.111498,-9.03817,2
-22.210299,-21.283401,-7.4052777,7
-18.674595,-1.8507113,-10.29225,1
-8.629002,4.7373886,5.018204,8
-13.788969,1.2514815,18.189632,8
7.424935,19.4284,-20.440212,2
6.3185,-0.040119506,5.138902,5
4.432391,8.480589,-7.0635886,5
-21.259243,-20.441868,7.8859863,7
-21.926268,-22.606712,-7.188558,7
2.2397125,-20.296679,-2.9148726,4
-10.914516,-23.352406,-15.220517,9
2.0027616,-26.833908,12.60133,9
-5.545859,5.9359617,4.40754,8
4.298011,-18.208363,18.919659,9
2.210865,15.693117,-24.468294,2
-20.59898,-21.524014,14.997414,7
-9.434017,0.10495993,-18.300005,1
-10.179635,20.452549,-18.447048,2
11.60622,18.57391,5.4348307,3
2.7220554,-24.148455,12.858066,9
9.400198,15.143146,-7.2977834,0
-3.6806319,15.9405985,15.605832,3
-18.024902,11.069487,-2.2372177,1
-22.874762,11.973709,5.6834817,1
-5.7579975,21.678423,-12.553462,2
13.525743,-11.100719,-22.919153,6
16.742136,20.709373,14.730135,3
-23.583061,8.607998,-3.366256,1
8.685376,-29.881159,0.6702255,4
-18.404133,12.486717,11.539759,4
-1.6892003,0.29852006,-5.931621,5
8.644739,21.974392,-15.865406,2
20.178885,-5.93093,-16.561556,6
28.9299,-9.599462,-7.3876314,6
-16.416534,-16.637003,0.03932827,7
-20.424765,5.747332,7.0358005,1
-3.383309,0.13277715,14.918748,8
16.738579,-33.213245,-0.0795762,4
-7.0618806,-24.424555,10.439669,9
6.148827,-28.84555,-0.6406835,9
25.999151,9.435993,-11.040337,0
-10.89877,22.30661,-20.265795,2
-14.661021,8.416311,-10.086171,1
31.054235,4.215516,0.7232415,0
7.413102,15.7452755,-9.882592,2
5.964313,27.22134,-8.470157,2
16.792383,20.681746,14.814899,3
-20.405535,-15.518847,5.5181184,7
6.1272807,-30.499256,-8.845634,4
18.313118,-7.205689,-13.948388,6
2.3137288,0.3947584,-4.000793,5
-12.795665,3.0733085,-15.827306,2
10.709823,-3.2328238,-20.75109,6
-6.6945457,8.446812,9.024374,8
-17.76179,-23.941013,5.975836,7
-5.9939637,-18.74499,13.11975,9
-3.480811,-0.08858811,14.916876,8
-25.529987,4.901573,7.9673634,1
-7.2788577,-24.428936,10.545239,9
18.07731,6.0866637,-13.008289,6
29.599382,6.054993,-9.007414,0
3.514426,26.661749,-19.045485,2
-17.777662,11.491093,-3.0476315,1
-7.9615426,-17.771027,4.2666802,9
6.7386756,31.267519,-12.816776,2
0.74087703,15.968553,19.521183,3
3.066946,-26.314117,-2.9795077,4
-7.526141,1.4702661,3.6253986,8
20.140276,-5.669257,-15.11453,6
14.609204,13.461799,19.464231,3
-18.784431,-25.337746,7.0527954,7
21.2732,-3.115367,-11.025697,6
-5.14324,5.9175963,10.950537,8
-20.995626,-10.687306,11.731559,7
-7.9150205,-23.887972,9.175358,9
4.1552,-4.2442126,-5.862908,5
-5.204518,25.716415,17.337137,3
-23.833654,23.10841,3.1752062,1
-7.979006,-8.667425,24.351236,8
13.449283,-25.753687,5.282298,4
19.078798,14.710886,-9.759064,0
-7.810842,-29.65779,7.34403,9
-19.97346,-25.35247,7.285831,7
-19.31285,6.3346267,-9.314194,1
-16.836782,9.402324,-9.352965,1
-12.03482,-22.12252,1.6780219,9
24.015923,9.882932,-7.6911974,0
-23.019072,-23.207737,16.963877,7
-19.241304,-25.313025,7.138109,7
0.23588201,-17.454723,5.387594,9
1.1926186,4.625189,-3.8228247,5
-3.0124912,26.447264,24.86402,8
8.879429,1.0885057,-1.300128,5
1.202595,-0.6938818,20.455048,8
24.028494,-5.7047486,-25.26204,6
2.9821935,14.649274,13.15747,3
-9.309152,-20.982656,-5.0687323,9
24.981703,-1.5579841,-10.777159,6
19.480783,5.6696773,-1.9959438,0
3.5893993,12.867049,24.616901,3
-21.143724,7.9745507,-5.149631,1
-32.451256,10.658244,2.4433982,1
25.104542,7.118126,-3.7431283,0
8.275608,-6.899155,-11.745378,6
28.373238,9.217423,-6.2908907,0
7.961745,-31.475695,-0.11670869,4
-3.4624116,-0.12944089,14.985804,8
-7.677745,9.784151,11.611312,8
6.0334864,17.467173,28.100899,3
-25.687757,10.482481,1.6233414,1
15.91267,-30.943245,-1.6491977,4
13.19322,16.347647,-3.0250945,0
17.43629,19.498522,16.31847,3
-22.983892,17.730936,1.5562701,1
-29.193634,15.054563,-6.831963,1
2.3638382,23.515007,22.820713,3
26.25277,7.669553,-6.9130616,0
17.743944,-0.088429205,-15.393331,6
-9.815466,-21.15617,-5.2371597,9
15.610756,-8.748625,6.1695127,5
0.83451575,4.1878734,-3.9766035,5
-24.238913,12.693847,6.1314483,1
4.6864696,24.5917,29.751936,3
-11.827359,12.938772,-12.877151,2
10.223936,-23.441046,2.1606584,4
7.6855354,8.54114,19.095018,3
-10.625419,-20.142101,-6.1742697,9
-20.796139,-5.535446,-4.2367406,7
11.852539,18.47095,11.140672,3
-7.530426,-19.205654,-10.330731,9
-18.465342,-23.813059,6.250938,7
2.9654977,-15.154087,8.729089,4
21.24207,-6.759308,-14.80999,6
-20.444233,-7.959594,0.5945268,7
-7.0154943,-17.067614,-0.9617664,9
-10.581947,24.542992,-14.894369,2
7.522708,20.588367,-4.5833974,2
-25.897882,-17.40047,14.106123,7
13.504807,-28.962559,-1.6272053,4
4.5657663,16.381891,21.405691,3
1.6507844,4.6815333,-2.8889158,5
13.351376,-26.475744,-1.0368346,4
-18.70497,-23.72057,6.2937675,7
-23.831106,-18.435358,8.508434,7
-3.3755703,23.940525,-15.082937,2
-29.748503,3.3124132,0.3462156,1
-19.845835,11.49599,-3.3247054,1
-31.580301,-16.731543,-7.385917,7
20.353502,-8.172517,-17.590754,6
-32.13522,7.601849,-3.6653001,1
6.5743585,-19.927162,-7.257582,4
16.826973,-29.405994,-2.201535,4
-5.024426,-23.452723,-4.2712297,9
-9.653434,20.635828,-6.03519,2
3.8353755,-27.280378,-7.9218874,4
9.276022,-1.8649757,24.08254,8
-7.1072364,-26.55412,-4.1458817,9
6.0481014,-23.309004,24.785917,9
5.966354,-21.22978,-7.6507626,4
-27.866268,6.7282624,-14.059738,1
-17.019468,4.8528852,-13.473964,1
18.610458,-11.4654665,-9.433695,6
5.134004,22.339367,-19.888327,2
-1.8109802,-19.816927,10.533741,9
6.728492,31.02147,-12.814145,2
-20.606903,-8.424492,14.986741,7
-19.811153,10.743806,-3.1982634,1
-18.610367,-14.3060255,18.89488,7
-0.5663458,21.47326,22.115067,3
-1.4634578,23.799746,-6.5853333,2
-4.5000224,22.567131,-12.068868,2
-3.1210525,-15.729695,-8.708892,4
-5.9314737,-24.785048,-3.595746,9
-28.896101,17.731192,-6.1777396,1
6.148725,-30.117476,-8.917273,4
-25.43011,-6.8291097,0.9677857,7
5.0949636,21.928755,26.865242,3
15.536548,14.043446,21.078821,3
-13.521396,5.091562,19.37858,8
2.019896,-25.545368,14.610679,9
2.0449712,23.615364,-13.529094,2
-31.002012,6.8626413,0.93138456,1
0.73859525,20.932217,-15.102344,2
29.601807,3.2134154,-4.9612384,0
7.52837,20.57557,-4.590418,2
-13.831928,20.834242,-10.338763,2
-18.738174,6.561726,-8.311319,1
-30.807356,-14.231004,7.770989,7
7.5690036,20.600826,-4.513891,2
-7.120192,-3.730955,18.370749,8
-5.035925,-6.482314,27.697638,8
2.3240588,-23.444723,9.210897,9
21.376942,-9.310586,-13.9447365,6
2.3066475,-16.59977,0.2969057,4
4.4898887,-0.8835166,-4.3418827,5
10.560608,-10.688036,5.8520203,5
-17.935602,4.9524403,-10.863351,1
-4.233336,-15.906846,6.980488,9
22.819298,-6.9232697,-15.46146,6
29.947868,-8.65061,-14.031201,6
-16.602865,-19.791924,12.897273,7
-1.1591078,-21.552967,3.9711485,9
-5.4989805,24.976332,-12.801597,2
-1.0983788,21.011742,-2.0011911,2
-23.00633,10.416731,3.8186564,1
16.740736,-19.400082,-2.4103737,4
10.115716,13.12461,28.123337,3
5.603655,-3.4567697,-22.734795,6
-14.39933,-18.143847,7.1046333,7
30.192476,-8.7297735,-2.0697522,6
11.203273,25.139126,4.5885186,5
-9.160817,25.180988,-1.4609865,2
-6.5047936,-26.508896,-4.399862,9
7.5243235,-1.1413337,7.397895,5
3.8523579,21.786943,18.6223,3
11.180965,-25.038662,7.7020874,4
-9.145817,-9.461972,21.990656,8
12.887542,1.5964824,18.077282,5
-17.060966,-21.372145,-0.59667486,7
-24.423574,1.7098801,0.9528367,1
1.3430411,4.6752315,-3.5506277,5
10.801371,-22.724096,6.700982,4
-16.299496,-16.797003,0.064886846,7
-22.677607,17.46057,-10.183263,1
26.949537,7.886763,-8.137219,0
2.517888,-27.475187,8.756911,9
-16.338526,-19.51592,10.541111,7
13.106517,-1.1208446,18.15539,5
4.1791606,-25.93979,-5.3207464,4
22.816044,-7.3978524,-9.0561,6
-13.528001,-3.3204365,18.87358,8
-22.384447,13.297393,7.271791,1
-9.151944,-9.343339,21.625343,8
-10.181723,-4.6585855,9.973938,8
5.314501,13.326521,-13.50861,3
-25.805027,16.447416,-12.775972,1
-16.545807,-22.95415,7.122224,7
-2.3594787,0.3600761,9.101679,8
19.805,-7.132488,-14.277399,6
13.501677,1.0827628,22.058258,5
-6.9557333,-26.551342,-4.2984767,9
-3.969985,13.144654,-0.07071143,2
-8.119656,-28.490526,-0.72856236,9
4.30076,16.125055,25.359053,3
4.9969645,-26.023901,-8.111583,4
5.088493,-25.960617,24.041105,9
-13.942435,-3.3419487,18.806932,8
12.371367,-12.085402,17.404825,5
4.009744,-21.454014,-12.955811,4
-19.810514,18.457857,16.612055,1
-14.473628,6.5503507,-16.0533,1
31.401812,0.16316324,-0.5801954,8
25.321035,11.924528,-6.5608897,0
27.403358,10.890965,-3.0770526,0
21.997326,-6.3697033,-16.33914,6
7.7196546,18.70158,4.902497,3
25.28453,-5.630845,-15.42483,6
-10.342496,3.1507208,22.208422,8
28.346298,14.249826,-0.3876694,0
18.37738,-4.1436377,-6.6877394,6
-20.592524,12.719871,-2.5630095,1
-29.823591,-12.857187,-14.39181,8
2.9594343,19.983454,-4.87094,2
